Site Name ,Alt name or num ,Country ,Y ,X ,Refrences ,14C,Bot ,Zoo
Orosogou,Ounjougou site complex,Mali,14.39,-3.49,(Huysecom et al. 2015; Mayor et al. 2005; Ozainne et al. 2017; Robion-Brunner 2008),yes,,
Oumounaama Atelier,Ounjougou site complex,Mali,14.41,-3.53,(Ozainne et al. 2017),,, 
Oumounaama Ouest,Ounjougou site complex,Mali,14.41,-3.53,(Ozainne et al. 2017),,, 
Ounjougou site complex,summary of regional developments,Mali,14.41,-3.52,(Ozainne 2013; Ozainne et al. 2017),,yes,
Pegue Grotte A,escarpment,Mali,14.44,-3.3,(Huysecom et al. 2015; Ozainne et al. 2017),yes,,
Promontoire d’Ounjougou,Ounjougou site complex,Mali,14.41,-3.53,(Huysecom et al. 2015; Mayor et al. 2005; Ozainne 2013; Ozainne et al. 2017; Robion-Brunner 2008),yes,,
Ravin de la Mouche,Ounjougou site complex,Mali,14.41,-3.53,(Ozainne et al. 2017),yes,, 
Ravin de la vipere,Ounjougou site complex,Mali,14.41,-3.53,(Ozainne et al. 2017),,, 
Ravin du Balanites,Ounjougou site complex,Mali,14.41,-3.52,(Ozainne et al. 2017),,, 
Ravin du Hibou,Ounjougou site complex,Mali,14.41,-3.53,(Ozainne 2013; Ozainne et al. 2017),yes,, 
Ravin du Pont,Ounjougou site complex,Mali,14.39,-3.5,(Huysecom et al. 2016; Huysecom et al. 2015; Ozainne et al. 2017),yes,, 
Ravin du Rônier CP3,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2016; Huysecom et al. 2008; Ozainne 2013; Ozainne et al. 2017),yes,, 
Ravin du Vitex,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2016; Ozainne et al. 2017),,, 
Ravin Sud CP 1,Ounjougou site complex,Mali,14.41,-3.53,(Huysecom et al. 2014; Huysecom et al. 2008; Ozainne et al. 2017),yes,, 
Rive droite coupe 9,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Ozainne et al. 2017),,, 
Rive gauche coupe 13,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Ozainne et al. 2017),,, 
Rive gauche coupe 6,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Ozainne et al. 2017),,, 
Rive gauche coupe 9,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Ozainne et al. 2017),,, 
Rive gauche coupes 1 and 4,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Ozainne et al. 2017),,, 
Sadia,Sadia I - V,Mali,14.07,-3.6,(Huysecom et al. 2015; Huysecom et al. 2011),yes,yes,yes
Sadia-Dogon,Ethnohistorical study,Mali,14.09,-3.61,(Huysecom et al. 2015; Huysecom et al. 2012b),,,
Sadia-Peul,Ethnohistorical study,Mali,14.09,-3.62,(Huysecom et al. 2015),,,
Sagourou,seno plain,Mali,14.2,-3.39,(Huysecom et al. 2015; Ozainne et al. 2017),yes,,
Simi 1 (S1),Ounjougou site complex,Mali,14.42,-3.53,(Huysecom et al. 2015; Ozainne et al. 2017),,,
Simi 2 (S2),Ounjougou site complex,Mali,14.42,-3.52,(Ozainne et al. 2017),,,
Site AA,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Ozainne 2013; Ozainne et al. 2017),yes,, 
Songona,seno plain,Mali,14.29,-3.42,(Huysecom et al. 2015; Ozainne et al. 2017; Robion-Brunner 2008),yes,,
Sorotomo,,Mali,13.43,-6.28,(MacDonald et al. 2011),,yes, 
Sougou Téré,Ethnohistorical study,Mali,14.13,-3.61,(Huysecom et al. 2015),,,
Tadmekka,,Mali,18.77,1.19,(Oslisly 1993),,, 
Termitiere,Ounjougou site complex,Mali,14.41,-3.53,(Huysecom et al. 2014),,, 
Tiabel Goudiodé,,Mali,15.08,-4.77,(Linseele 2007),yes,,yes 
Tiboubija,TB07,Mali,17.16,-0.14,(Manning et al. 2011; Manning and Timpson 2014),yes,, 
Tiebala,,Mali,13.68,-5.41,(Delibrias et al. 1970; McIntosh 1995),yes,, 
Timbuktu,,Mali,16.75,-3,(Insoll 1998; McIntosh and McIntosh 1986a; Post Park 2009; Post Park 2011),,, 
Tin Alhar,TA07,Mali,17.15,-0.14,(Manning et al. 2011; Manning and Timpson 2014),yes,, 
Tin Guettaï,AR6 ?,Mali,19.27,-3.54,(Dupré and Pinçon 1997; Manning and Timpson 2014),yes,, 
Tissalaten,,Mali,16.25,-4.58,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
To,,Mali,14.41,-3.88,(Huysecom et al. 2001),,, 
Toguéré Doupwil,,Mali,14.53,-4.04,(Bedaux et al. 1978; Calvocoressi and David 1979; Kahlheber 2004; Linseele 2007; Sutton 1982),yes,, 
Toguéré Galia,,Mali,13.86,-4.42,(Bedaux et al. 1978; Calvocoressi and David 1979; Kahlheber 2004; Linseele 2007; Sutton 1982),yes,, 
Tombouze 1,TBZ1,Mali,16.73,-2.93,(Breunig and Rupp 2016),,,yes 
Tondidarou,,Mali,16,-4.17,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Tongo Maaré Diabel,,Mali,15.03,-2.94,(Gestrich and MacDonald 2018; Kahlheber 2004; Linseele 2007),yes,, 
Toyla,,Mali,16.27,-3.45,(McIntosh and McIntosh 1986b),yes,, 
Tyi-Jo,escarpment,Mali,13.93,-3.78,(Huysecom et al. 2015),yes,,
Varves,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Mayor et al. 2005; Ozainne 2013),yes,, 
Varves Ouest,Ounjougou site complex,Mali,14.41,-3.52,(Huysecom et al. 2014; Huysecom et al. 2008),yes,yes, 
Wana,Ethnohistorical study,Mali,14.13,-3.6,(Huysecom et al. 2015),,,
West Tessalit,MN 51,Mali,20.3,0.76,(Jousse 2004; Linseele 2007),yes,, 
Winde Koroji Complex,WKO,Mali,15.13,-2.93,(MacDonald 1996),yes,yes, 
Windé Koroji Ouest,,Mali,15.13,-2.93,(Kahlheber 2004; Linseele 2007; MacDonald et al. 2017),yes,yes, 
Windé Koroji Sud-Ouest,,Mali,15.13,-2.93,(Linseele 2007),yes,,yes 
Yawa dunes P66,escarpment - YAD 66,Mali,14.29,-3.42,(Huysecom et al. 2008),yes,,
Yawa-vaches,escarpment,Mali,14.3,-3.42,(Huysecom et al. 2015; Huysecom et al. 2008),yes,,
Zampia Nord,Zampia Nord,Mali,15.11,-2.94,(Linseele 2007),yes,, 
Aftout Targue,,Mauritania,18.08,-15.67,(Manning and Timpson 2014),yes,, 
Aftout Targue nord,,Mauritania,18.1,-15.67,(Manning and Timpson 2014),yes,, 
Akjoujt,,Mauritania,19.75,-14.58,(Delibrias et al. 1986; Posnansky and McIntosh 1976),yes,, 
Akjoujt grotte,,Mauritania,19.75,-14.42,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Akreidil,,Mauritania,18.4,-15.67,(Manning and Timpson 2014),yes,, 
Amourj Ouest,,Mauritania,16.1,-7.22,(MacDonald et al. 2009),,, 
Amzingui I,,Mauritania,16.47,-7.67,(MacDonald et al. 2009),,, 
Amzingui II,,Mauritania,16.47,-7.67,(MacDonald et al. 2009),,, 
Amzingui III,,Mauritania,16.39,-7.72,(MacDonald et al. 2009),,, 
Azugi,"Azougui, azougi",Mauritania,20.5,-13.17,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Baie Saint-Jean,,Mauritania,19.42,-16.33,(Calvocoressi and David 1979; McIntosh and McIntosh 1986b),yes,,yes 
Bledd Initi,Tichitt site 3,Mauritania,18.44,-9.42,(Linseele 2007; Manning and Timpson 2014; Willett 1971),yes,, 
Bou Bteiah I,,Mauritania,16.39,-7.08,(MacDonald et al. 2003; MacDonald et al. 2009),,, 
Bou Bteiah II,,Mauritania,16.38,-7.07,(MacDonald et al. 2009),,, 
Bou Bteiah III,,Mauritania,16.39,-7.07,(MacDonald et al. 2009),,, 
Boû Khuâmâ II,Bou Khzama II ,Mauritania,16.73,-7.27,(MacDonald et al. 2009),yes,yes, 
Bou Khzama ,,Mauritania,16.67,-7.27,(Jousse 2004; Linseele 2007; MacDonald et al. 2003; Manning and Timpson 2014),yes,yes, 
Bou Khzama I,,Mauritania,16.77,-7.27,(MacDonald et al. 2009),,, 
Bou Khzama III,,Mauritania,16.72,-7.27,(MacDonald et al. 2009),,, 
Cap Tafarit,,Mauritania,20.16,-16.21,(Calvocoressi and David 1979),yes,,yes 
Cap Timiris,,Mauritania,19.38,-16.53,(Calvocoressi and David 1979),,,yes 
Chami,,Mauritania,20.12,-15.92,(Calvocoressi and David 1979; Linseele 2007; Posnansky and McIntosh 1976),yes,,yes 
Dhar Nema,,Mauritania,16.74,-7.27,(Jousse 2004; Kahlheber 2004; MacDonald et al. 2003),,,yes
Dhar Tichitt,Default central location for data from Dhar Tichitt sites with unknown coordinates,Mauritania,18.37,-9.4,(D’Andrea and Casey 2002; Holl 2009a; Jousse 2006; Linseele 2007; Manning and Timpson 2014),yes,yes,yes 
Dhar Walata,,Mauritania,17.25,-7.1,(Breunig and Rupp 2016; Kahlheber 2004),,yes,
Dhraina,,Mauritania,18.99,-15.25,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Diadé,,Mauritania,16.2,-7.4,(MacDonald et al. 2003; MacDonald et al. 2009),,, 
Djiganyai,,Mauritania,16.32,-7.23,(MacDonald et al. 2003; MacDonald et al. 2009; Manning and Timpson 2014),yes,yes,yes 
Ejijelé I,,Mauritania,16.73,-7.28,(MacDonald et al. 2009),,, 
Ejijelé II,,Mauritania,16.73,-7.28,(MacDonald et al. 2009),,, 
El Borbou,,Mauritania,16.38,-7.74,(MacDonald et al. 2009),,, 
Elb Lehnoucha,DN 64,Mauritania,16.85,-7.54,(Dupré and Pinçon 1997),yes,, 
Gedida,DN 48,Mauritania,16.78,-7.36,(Dupré and Pinçon 1997),yes,, 
Goungou,Dhar Tichitt site 45,Mauritania,18.35,-9.2,(Manning and Timpson 2014),yes,, 
Goungou A,Dhar Tichitt site 45,Mauritania,18.35,-9.2,(Willett 1971),yes,, 
Goungou B,Dhar Tichitt site 45,Mauritania,18.35,-9.2,(Willett 1971),yes,, 
Grotte aux Chauves-souris,,Mauritania,19.75,-14.58,(Calvocoressi and David 1979; McIntosh and McIntosh 1986b; Willett 1971),yes,, 
Iouik,,Mauritania,19.87,-16.23,(Calvocoressi and David 1979; Manning and Timpson 2014),,,yes 
Khatt Lemaiteg,,Mauritania,19.2,-14.75,(Dupré and Pinçon 1997; McIntosh and McIntosh 1986b),yes,, 
Koumbi Saleh,,Mauritania,15.82,-7.99,(Calvocoressi and David 1979; Manning and Timpson 2014; McIntosh and McIntosh 1986b; Sutton 1982),yes,,
Le Baidha I,Tichitt site 12 : V74,Mauritania,18.39,-9.13,(Willett 1971),yes,, 
Lemdena,,Mauritania,19.28,-14.5,(Calvocoressi and David 1979; Posnansky and McIntosh 1976),yes,, 
Naghez,Site 30 : V62,Mauritania,18.35,-9.19,(Willett 1971),yes,, 
Ngadi,DN 50,Mauritania,16.64,-7.25,(Dupré and Pinçon 1997),yes,, 
Nouadouar,DN 10,Mauritania,16.86,-7.37,(Dupré and Pinçon 1997),yes,, 
Nouakchott,KN2,Mauritania,18.03,-15.93,(Manning and Timpson 2014; McIntosh and McIntosh 1986b),yes,, 
Oued Amourj I,,Mauritania,16.22,-7.25,(MacDonald et al. 2009),,, 
Oued Amourj II,,Mauritania,16.13,-7.22,(MacDonald et al. 2009),,, 
Oued Amourj III,,Mauritania,16.2,-7.23,(MacDonald et al. 2009),,, 
Oued Chebi,Dhar Walata v. 157; chebbi,Mauritania,18.1,-8.09,(Kahlheber 2004; Manning and Timpson 2014),yes,yes, 
Saïlé I,,Mauritania,16.49,-7.08,(MacDonald et al. 2009),,, 
Saïlé IIa,,Mauritania,16.5,-7.07,(MacDonald et al. 2009),,, 
Saïlé IIb,,Mauritania,16.5,-7.07,(MacDonald et al. 2009),,, 
Saïlé III,,Mauritania,16.5,-7.07,(MacDonald et al. 2009),,, 
Saïlé IV,,Mauritania,16.5,-7.07,(MacDonald et al. 2009),,, 
Saïlé V,,Mauritania,16.5,-7.07,(MacDonald et al. 2009),,, 
Seyyid Ouinquil,Site 38 : village 72,Mauritania,18.37,-9.16,(Willett 1971),yes,,yes 
Silla,,Mauritania,16.12,-13.62,(Atangana 1992),yes,, 
Taidart II,Site 4 : V15,Mauritania,18.44,-9.41,(Willett 1971),yes,, 
Tegdaoust,Awghadoust sp?,Mauritania,17.42,-10.42,(Calvocoressi and David 1979; Linseele 2007; McIntosh and McIntosh 1986b; Posnansky and McIntosh 1976),yes,, 
Teneswillim sud,,Mauritania,18.05,-15.97,(Dupré and Pinçon 1997),yes,, 
Tenioubrar,,Mauritania,19.2,-16.05,(Linseele 2007),yes,, 
Tichitt V149,Dhar Tichitt,Mauritania,18.39,-8.52,(Manning and Timpson 2014),yes,, 
Zweïma,,Mauritania,16.25,-7.08,(MacDonald et al. 2009),,, 
"AB10, Diatom. 1",,Niger,20.37,9.28,(Haour 2003),yes,, 
Achegour 25km SW,,Niger,18.85,11.6,(Manning and Timpson 2014),yes,, 
Aderantarat,,Niger,17.51,4.96,(Haour 2003),yes,, 
Adrar Bous,general site name including all Ns,Niger,20.37,9.28,(Calvocoressi and David 1979; Clark 1976; Haour 2003; Jousse 2006; Linseele 2007; McIntosh and McIntosh 1986b),yes,yes,yes 
Adrar N Kiffi,"Adrar N'Kiffi, N1, N3, and S1",Niger,20.37,9.28,(Haour 2003),yes,,yes 
Afnuk,,Niger,16.55,7.04,(Haour 2003),yes,, 
Afunfun,Afounfoun,Niger,16.72,7.94,(Haour 2003; McIntosh and McIntosh 1986b; Sutton 1982),yes,,yes 
Agades,,Niger,16.97,7.96,(Haour 2003),yes,, 
Aghroum Balkorène,,Niger,17.09,8.01,(Calvocoressi and David 1979; Haour 2003),yes,, 
Aktaouzou ,site 178,Niger,16.58,8.15,(Manning and Timpson 2014; Sutton 1982),yes,, 
Anisaman,,Niger,17.47,6.5,(Calvocoressi and David 1979; Haour 2003),yes,, 
Areschima,,Niger,18.31,9.47,(Calvocoressi and David 1979; Haour 2003),yes,, 
Arlit,,Niger,18.73,7.38,(Calvocoressi and David 1979; Delibrias et al. 1986; Haour 2003),yes,,yes 
Asaqaru,Asaqura,Niger,17.47,6.5,(Haour 2003; McIntosh and McIntosh 1986b),yes,, 
Assode,,Niger,18.22,8.34,(Haour 2003),yes,, 
Awalawalt,,Niger,19.06,6.81,(Haour 2003),yes,, 
Azelik,,Niger,17.47,6.5,(Calvocoressi and David 1979; Haour 2003; Lanfranchi and Clist 1991; McIntosh and McIntosh 1986b; Posnansky and McIntosh 1976),yes,, 
Azrou,,Niger,20.39,8.79,(Haour 2003),yes,, 
Bani Bangou,,Niger,14.89,2.55,(Haour 2003),yes,, 
Banizoumbou,,Niger,13.53,2.66,(Guillon 2013a),,, 
BFD08F1-3,,Niger,13.01,2.85,(Guillon 2013b; Guillon et al. 2013),yes,, 
BFD08F4,,Niger,13.52,2.23,(Guillon 2013b),yes,, 
BFD08F5-1,,Niger,13.52,2.23,(Guillon 2013b),yes,, 
Bilma,,Niger,18.26,13.1,(Haour 2003),,, 
Bilma 33,,Niger,18.56,12.03,(Huysecom et al. 2014),yes,, 
Birnin Garafa,,Niger,13.69,10.37,(Haour 2003),yes,, 
BKW08F1-7,,Niger,13.52,2.3,(Guillon 2013b),yes,, 
BNG08F1-1,-1 and -2,Niger,13.01,2.85,(Guillon 2013b),yes,, 
BNZ08F2-1,,Niger,13.54,2.66,(Guillon 2013b),yes,, 
BNZ08F3-1,,Niger,13.53,2.66,(Guillon 2013b),yes,, 
Bura,,Niger,14.24,0.92,(Haour 2003),yes,, 
Chin Tafidet,,Niger,17.45,6.21,(Haour 2003; Linseele 2007; McIntosh and McIntosh 1986b),yes,,yes 
Chin Wasadan,,Niger,17.47,6.5,(Haour 2003),yes,, 
Chin Wasararan,,Niger,16.4,7.87,(Haour 2003; Sutton 1982),yes,, 
Do Dimmi ,,Niger,16.42,11.33,(Calvocoressi and David 1979; Haour 2003; Holl 2009b),yes,, 
Dogonboulo,,Niger,17.91,10.93,(Haour 2003),yes,, 
Efey Waschran,,Niger,16.4,7.87,(Haour 2003; Sutton 1982),yes,, 
Egaro,,Niger,16.68,10.15,(Haour 2003),yes,, 
Ekne wan Ataram,,Niger,16.4,7.87,(Haour 2003; Sutton 1982),yes,, 
Ekouloulef,,Niger,18.29,8.57,(Haour 2003),yes,, 
Fachi,,Niger,17.91,10.93,(Haour 2003),yes,, 
Fagochia,,Niger,17.47,6.5,(Calvocoressi and David 1979; Haour 2003),yes,, 
Gabu,,Niger,14.87,0.74,(Haour 2003),yes,, 
Gara Tchia Bo,,Niger,16.31,11.18,(Haour 2003; Holl 2009b),yes,, 
Garbel Zeeno,,Niger,13.5,2.23,(Guillon 2013a),,, 
Garumele,Garoumalé,Niger,14.11,12.97,(Haour and Gado 2006; Linseele and Haour 2010),yes,yes,yes
GB08F1-7,,Niger,13.51,2.24,(Guillon 2013b),yes,, 
GB08F11-2,,Niger,13.49,2.24,(Guillon 2013b),yes,, 
GB08F14-2,,Niger,13.49,2.24,(Guillon 2013b),yes,, 
GB08F15-4,,Niger,13.49,2.24,(Guillon 2013b),yes,, 
GB08F16-2,,Niger,13.5,2.24,(Guillon 2013b),yes,, 
GB08F2-5,,Niger,13.51,2.24,(Guillon 2013b),yes,, 
GB08F5,,Niger,13.51,2.28,(Guillon 2013b),yes,, 
GB08F6,-4 and -5,Niger,13.49,2.26,(Guillon 2013b),yes,, 
GB08F9-5,,Niger,13.66,2.25,(Guillon 2013b),yes,, 
GBi09F1-2,,Niger,12.92,2.26,(Guillon 2013b),yes,, 
Goberi,,Niger,13.01,2.85,(Guillon 2013a),,, 
Gobero,,Niger,16.92,9.5,(Dupré and Pinçon 1997),yes,,yes 
Gorou Banda,,Niger,13.52,2.18,(Haour 2003),yes,, 
